Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,SalePrice,month+year,totalbath,Totalsqft,Age,YearsSinceRemodel,IsNewHouse
386,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,GasA,Ex,Y,SBrkr,1269,Gd,6,Typ,1,Attchd,2004.0,Fin,2,430,TA,TA,Y,146,20,,WD,Normal,192000,4.2010,2.0,2525.0,6,5,False
387,50,RL,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,Gambrel,CompShg,Wd Sdng,VinylSd,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,GasA,TA,Y,SBrkr,1184,TA,8,Typ,0,,,,0,0,,,N,0,151,,WD,AdjLand,81000,5.2006,1.0,1842.0,96,10,False
388,80,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,GasA,Ex,Y,SBrkr,1125,TA,6,Typ,1,Detchd,1977.0,Unf,1,352,TA,TA,Y,296,0,,WD,Abnorml,125000,10.2009,2.0,2166.0,33,33,False
389,20,RL,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,GasA,Ex,Y,SBrkr,1479,Gd,6,Typ,0,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25,,WD,Normal,191000,7.2008,2.0,2947.0,9,8,False
390,60,RL,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Gable,CompShg,VinylSd,VinylSd,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,GasA,Ex,Y,SBrkr,2332,Ex,9,Typ,1,BuiltIn,2008.0,Fin,3,846,TA,TA,Y,196,134,,New,Partial,426000,8.2008,3.5,4014.0,1,0,True
391,50,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,GasA,Ex,Y,SBrkr,1367,TA,7,Typ,0,Detchd,1978.0,Unf,1,384,TA,TA,Y,0,130,,WD,Normal,119000,4.2008,2.0,2228.0,108,58,False
392,60,RL,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,GasA,Ex,Y,SBrkr,1961,Gd,7,Typ,1,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,192,,WD,Normal,215000,6.2009,3.5,2765.0,8,7,False
393,20,RL,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,882,TA,5,Typ,0,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,0,,WD,Normal,106500,7.2007,1.0,882.0,48,48,False
394,30,RL,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,GasA,TA,Y,FuseA,788,TA,4,Typ,2,,,,0,0,,,Y,0,0,,WD,Abnorml,100000,4.2006,1.0,1576.0,65,56,False
395,50,RL,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,GasA,Gd,Y,FuseA,1034,TA,5,Typ,0,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,39,,WD,Normal,109000,7.2007,1.0,1769.0,67,57,False
396,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,GasA,TA,Y,SBrkr,1144,TA,6,Typ,0,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,0,,WD,Normal,129000,6.2010,2.0,2288.0,54,54,False
397,20,RL,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,GasA,TA,Y,SBrkr,894,TA,6,Typ,0,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,,WD,Normal,123000,9.2009,1.0,1788.0,37,37,False
398,60,RL,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,GasA,TA,Y,SBrkr,1812,TA,8,Typ,1,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,168,,WD,Normal,169500,7.2007,2.0,2676.0,45,45,False
399,30,RM,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,GasA,Gd,Y,Mix,1077,TA,6,Maj2,0,Detchd,1920.0,Unf,1,338,Po,Po,N,0,0,,WD,Abnorml,67000,11.2007,1.0,2038.0,87,57,False
400,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,GasA,Ex,Y,SBrkr,1550,Gd,7,Typ,0,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,168,,WD,Normal,241000,10.2009,3.0,2642.0,3,2,True
401,120,RL,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,GasA,Ex,Y,SBrkr,1288,Ex,4,Typ,2,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,30,,WD,Normal,245500,12.2008,2.5,2548.0,12,12,False
402,20,RL,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,GasA,Ex,Y,SBrkr,1310,Gd,6,Typ,1,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,0,,New,Partial,164990,7.2006,2.0,2620.0,1,1,True
403,30,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,GasA,Ex,Y,SBrkr,672,TA,4,Typ,0,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0,,WD,Normal,108000,8.2008,1.0,1344.0,68,11,False
404,60,RL,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,GasA,Gd,Y,SBrkr,2263,Gd,10,Typ,1,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123,,WD,Abnorml,258000,7.2006,2.5,3404.0,8,8,False
405,60,RL,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,GasA,Gd,Y,SBrkr,1572,TA,7,Typ,1,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,40,,WD,Normal,168000,5.2007,2.5,2378.0,12,11,False
406,20,RL,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,GasA,Ex,Y,SBrkr,1620,TA,8,Min1,1,Attchd,1993.0,Unf,2,490,TA,TA,Y,120,78,,WD,Normal,150000,6.2009,3.0,2901.0,33,16,False
407,50,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,GasA,Ex,Y,FuseA,1639,TA,6,Maj2,0,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0,,WD,Normal,115000,3.2008,1.0,2230.0,72,58,False
408,70,RL,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,GasA,Ex,Y,SBrkr,1680,TA,8,Typ,0,Attchd,1960.0,Unf,1,308,TA,TA,Y,0,0,,WD,Normal,177000,3.2008,2.0,2520.0,93,32,False
409,60,RL,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,GasA,Ex,Y,SBrkr,2172,Gd,9,Typ,1,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,62,,New,Partial,280000,8.2007,2.5,3235.0,1,1,True
410,60,FV,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,GasA,Ex,Y,SBrkr,2078,Ex,8,Typ,1,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,,New,Partial,339750,4.2008,3.5,3112.0,1,0,True
411,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,BrkComm,Brk Cmn,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,GasA,TA,Y,FuseA,1276,TA,5,Mod,0,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,0,,COD,Abnorml,60000,6.2009,1.0,2552.0,51,51,False
412,190,RL,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,GasA,TA,N,SBrkr,1056,TA,5,Typ,0,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,0,,WD,Normal,145000,1.2006,2.0,2112.0,51,51,False
413,20,FV,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,GasA,Ex,Y,SBrkr,1478,Gd,7,Typ,1,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,144,,New,Partial,222000,6.2010,3.5,2948.0,1,1,True
414,30,RM,8960,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,GasA,Gd,Y,FuseA,1028,TA,5,Typ,1,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,0,,WD,Normal,115000,3.2010,1.0,2036.0,83,60,False
415,60,RL,11228,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,GasA,Ex,Y,SBrkr,2097,Gd,9,Typ,1,Attchd,1993.0,Unf,3,678,TA,TA,Y,196,187,,WD,Normal,228000,12.2008,3.1,3177.0,15,15,False
416,20,RL,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,GasA,Ex,Y,SBrkr,1340,Gd,6,Typ,0,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,30,,New,Partial,181134,8.2007,2.0,2680.0,0,0,True
417,60,RL,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,GasA,TA,Y,SBrkr,1400,TA,6,Typ,1,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,0,,WD,Normal,149500,3.2006,1.5,2072.0,28,28,False
418,70,RL,22420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,GasW,TA,N,FuseA,2624,TA,10,Typ,1,Detchd,1918.0,Unf,3,864,TA,TA,N,0,0,,WD,Normal,239000,11.2007,3.5,3994.0,89,57,False
419,50,RL,8160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,GasA,Fa,N,FuseF,1134,TA,7,Typ,0,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0,,WD,AdjLand,126000,4.2007,2.5,1890.0,67,57,False
420,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,GasA,Ex,Y,SBrkr,1056,TA,6,Typ,1,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,85,,WD,Normal,142000,7.2010,2.0,2112.0,42,42,False
421,90,RM,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,GasA,Ex,Y,SBrkr,1344,TA,8,Typ,0,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,0,,WD,Alloca,206300,11.2008,4.0,2688.0,11,10,False
422,20,RL,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,GasA,Gd,Y,SBrkr,1602,Gd,8,Typ,1,Attchd,1977.0,Fin,2,529,TA,TA,Y,240,0,,WD,Normal,215000,6.2009,2.6,3204.0,32,9,False
423,20,RL,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,GasA,Ex,Y,FuseA,988,TA,4,Typ,0,Attchd,1954.0,RFn,2,520,TA,TA,N,0,0,,WD,Normal,113000,2.2008,1.0,1976.0,54,54,False
424,60,RL,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,GasA,Gd,Y,SBrkr,2630,Gd,8,Typ,1,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,66,,WD,Normal,315000,6.2008,3.5,4100.0,10,10,False
425,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,GasA,Gd,Y,FuseA,1196,TA,6,Typ,1,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,44,,WD,Normal,139000,5.2008,2.0,2392.0,52,52,False
426,60,RM,3378,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,GasA,Gd,Y,SBrkr,1389,TA,6,Typ,2,Detchd,1947.0,Unf,1,240,TA,TA,P,0,0,,WD,Normal,135000,9.2009,1.5,2040.0,63,17,False
427,80,RL,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,GasA,Gd,Y,SBrkr,1644,Gd,5,Typ,1,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,0,,WD,Normal,275000,8.2009,3.6,3162.0,20,20,False
428,20,RL,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,GasA,Ex,Y,SBrkr,907,TA,5,Typ,0,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0,,WD,Normal,109008,7.2008,1.0,1814.0,51,51,False
429,20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,GasA,Ex,Y,SBrkr,1208,Gd,6,Typ,0,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,54,,New,Partial,195400,9.2007,3.0,2416.0,0,0,True
430,20,RL,11457,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,GasA,TA,Y,SBrkr,1412,Gd,6,Typ,1,Attchd,1988.0,Unf,2,576,TA,TA,Y,0,0,,WD,Normal,175000,3.2009,3.0,2804.0,21,21,False
431,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,GasA,TA,Y,SBrkr,987,TA,4,Typ,0,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,,COD,Abnorml,85400,7.2008,1.5,1470.0,37,37,False
432,50,RM,5586,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,GasA,Gd,Y,SBrkr,1198,TA,7,Typ,0,,,,0,0,,,N,0,98,,ConLD,Abnorml,79900,9.2008,1.0,2099.0,88,10,False
433,160,RM,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,GasA,Ex,Y,SBrkr,1365,TA,6,Min1,0,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,36,,WD,Normal,122500,8.2007,2.5,2130.0,36,36,False
434,60,RL,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,GasA,Ex,Y,SBrkr,1604,TA,7,Typ,1,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36,,WD,Normal,181000,7.2008,2.5,2530.0,11,10,False
435,180,RM,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,GasA,Gd,Y,SBrkr,630,TA,3,Typ,0,,,,0,0,,,Y,88,0,,WD,Normal,81000,6.2008,2.0,1260.0,36,36,False
436,60,RL,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,GasA,Ex,Y,SBrkr,1661,Gd,6,Typ,1,Attchd,1996.0,RFn,2,550,TA,TA,Y,158,61,,ConLw,Normal,212000,4.2009,3.5,2460.0,13,13,False
437,50,RM,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,GasA,TA,Y,FuseA,1118,TA,6,Typ,0,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0,,WD,Normal,116000,10.2006,1.0,1766.0,86,56,False
438,45,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,GasA,Gd,Y,SBrkr,904,TA,4,Typ,0,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,0,,WD,Normal,119000,1.2009,1.0,1788.0,83,5,False
439,30,RL,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,GasA,TA,N,SBrkr,694,Gd,4,Typ,1,Detchd,1990.0,Unf,1,352,Gd,TA,P,0,0,,WD,Normal,90350,3.2007,1.0,1134.0,94,5,False
440,50,RL,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,GasA,Gd,Y,SBrkr,1196,Gd,7,Typ,0,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,,ConLI,Normal,110000,8.2009,1.0,1880.0,89,9,False
441,20,RL,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,GasA,Ex,Y,SBrkr,2402,Ex,10,Typ,2,Attchd,2008.0,Fin,3,672,TA,TA,Y,0,72,,WD,Normal,555000,4.2009,3.0,5496.0,1,1,True
442,90,RL,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,GasA,TA,N,FuseF,1440,Fa,8,Typ,0,,,,0,0,,,Y,0,0,,WD,Normal,118000,9.2008,2.0,2880.0,53,53,False
443,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,GasA,TA,Y,SBrkr,1573,TA,8,Typ,1,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0,,WD,Normal,162900,6.2008,2.0,2651.0,78,16,False
444,120,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,GasA,Ex,Y,SBrkr,1258,Gd,6,Typ,1,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,16,,New,Partial,172500,6.2007,2.0,2516.0,1,0,True
445,60,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,GasA,Ex,Y,SBrkr,1908,Gd,8,Typ,1,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,,WD,Normal,210000,7.2008,3.5,2823.0,14,13,False
446,20,RL,9855,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,GasA,Fa,Y,SBrkr,1689,TA,7,Typ,1,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,0,,COD,Normal,127500,11.2009,1.0,3125.0,53,53,False
447,20,RL,16492,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,Gable,CompShg,BrkFace,Plywood,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,GasA,Ex,Y,SBrkr,1888,Gd,6,Mod,1,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,0,,WD,Normal,190000,6.2010,2.5,3405.0,44,8,False
